full_name,rating,jersey,team,position,b_day,height,weight,salary,country,draft_year,draft_round,draft_peak,college,DELETE,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,standing_dunk_t,driving_dunk_t,flashy_dunk_t,alley_oop_t,putback_dunk_t,crash_t,driving_layup_t,spin_layup_t,hop_step_layup_t,euro_step_layup_t,floater_t,step_through_shot_t,shot_under_basket_t,shot_close_t,shot_close_left_t,shot_close_middle_t,shot_close_right_t,shot_mid_t,spot_up_shot_mid_t,off_screen_shot_mid_t,shot_3pt_t,spot_up_shot_3pt_t,off_screen_shot_3pt_t,contested_jumper_mid_t,contested_jumper_3pt_t,stepback_jumper_mid_t,stepback_jumper_3pt_t,spin_jumper_t,transition_pull_up_3pt_t,drive_pull_up_3pt_t,drive_pull_up_mid_t,use_glass_t,triple_threat_pump_fake_t,triple_threat_jab_step_t,triple_threat_idle_t,triple_threat_shoot_t,setup_with_sizeup_t,setup_with_hesitation_t,no_setup_dribble_t,drive_t,spot_up_drive_t,off_screen_drive_t,drive_right_t,driving_crossover_t,driving_spin_t,driving_step_back_t,driving_half_spin_t,driving_double_crossover_t,driving_behind_the_back_t,driving_dribble_hesitation_t,driving_in_and_out_t,no_driving_dribble_move_t,attack_strong_on_drive_t,shoot_t,touches_t,roll_vs_pop_t,transition_spot_up_t,iso_vs_elite_defender_t,iso_vs_good_defender_t,iso_vs_average_defender_t,iso_vs_poor_defender_t,play_discipline_t,post_up_t,post_shimmy_shot_t,post_face_up_t,post_back_down_t,post_aggressive_backdown_t,shoot_from_post_t,post_hook_left_t,post_hook_right_t,post_fade_left_t,post_fade_right_t,post_up_and_under_t,post_hop_shot_t,post_step_back_shot_t,post_drive_t,post_spin_t,post_drop_step_t,post_hop_step_t,dish_to_open_man_t,flashy_pass_t,alley_oop_pass_t,pass_interception_t,take_charge_t,on_ball_steal_t,contest_shot_t,block_shot_t,foul_t,hard_foul_t
Quinn Cook,74,#2,Los Angeles Lakers,G,03/23/93,6-1 / 1.85,180 lbs. / 81.6 kg.,"$3,000,000",USA,2015,Undrafted,Undrafted,Duke,Dion Waiters,79,69,78,90,47,77,77,37,73,59,45,43,50,82,68,75,75,61,89,67,76,68,81,72,60,71,52,71,56,74,72,62,68,37,39,68,47,25,47,95,76,0,60,0,25,0,20,60,55,50,15,35,24,39,30,4,83,13,25,55,55,65,70,45,65,40,75,15,35,12,5,20,15,75,95,10,95,15,20,20,40,55,60,75,30,40,55,25,15,0,60,30,99,60,75,80,20,35,40,40,50,60,20,0,0,25,20,15,75,0,4,21,21,0,20,0,35,0,0,0,35,25,40,45,0,60,45,25,50,55
Torrey Craig,74,#3,Denver Nuggets,G,12/19/90,6-7 / 2.01,215 lbs. / 97.5 kg.,"$2,000,000",USA,2014,Undrafted,Undrafted,USC Upstate,Trevor Ariza,41,69,70,90,73,34,64,49,59,34,53,49,54,82,71,73,69,54,84,74,76,66,67,64,53,64,54,76,76,85,77,75,80,47,36,80,74,30,58,95,78,0,55,5,25,5,0,50,0,0,0,10,0,44,10,0,93,7,0,50,45,70,99,55,10,20,0,10,0,8,10,0,20,5,5,50,0,0,0,0,40,20,30,95,15,0,0,0,0,0,15,0,75,45,45,60,0,25,0,0,5,15,99,0,0,0,0,0,10,2,2,11,11,0,0,0,0,0,0,0,55,5,0,86,10,56,80,15,40,25
Seth Curry,74,#30,Dallas Mavericks,G,08/23/90,6-2 / 1.88,180 lbs. / 81.6 kg.,"$7,461,380",USA,2013,Undrafted,Undrafted,Duke,Delon Wright,72,60,70,80,77,78,82,25,28,68,25,25,44,70,72,67,67,56,88,88,84,72,84,84,68,83,31,73,61,65,73,78,66,74,54,66,53,44,55,70,77,0,40,0,25,15,30,40,45,35,20,55,0,58,25,16,46,38,0,40,35,40,80,30,30,10,10,0,0,0,0,0,15,55,55,0,0,0,40,25,60,55,60,95,25,15,30,15,0,30,50,20,90,35,50,60,0,0,5,5,15,25,99,0,0,0,0,0,10,15,9,0,0,0,20,0,0,0,0,0,65,35,35,99,0,62,50,36,40,15
Cheick Diallo,74,#14,Phoenix Suns,F-C,09/13/96,6-8 / 2.03,219 lbs. / 99.3 kg.,"$1,678,854",Mali,2016,2,33,Kansas,Trevor Ariza,41,69,70,90,73,34,64,49,59,34,53,49,54,82,71,73,69,54,84,74,76,66,67,64,53,64,54,76,76,85,77,75,80,47,36,80,74,30,58,95,78,0,55,5,25,5,0,50,0,0,0,10,0,44,10,0,93,7,0,50,45,70,99,55,10,20,0,10,0,8,10,0,20,5,5,50,0,0,0,0,40,20,30,95,15,0,0,0,0,0,15,0,75,45,45,60,0,25,0,0,5,15,99,0,0,0,0,0,10,2,2,11,11,0,0,0,0,0,0,0,55,5,0,86,10,56,80,15,40,25
Yogi Ferrell,74,#3,Sacramento Kings,G,05/09/93,6-0 / 1.83,178 lbs. / 80.7 kg.,"$3,150,000",USA,2016,Undrafted,Undrafted,Indiana,Dennis Smith Jr.,60,69,72,91,61,72,79,25,87,57,35,27,28,77,83,84,88,51,85,42,80,82,83,73,70,72,25,63,62,64,76,72,70,60,48,78,42,33,43,95,81,0,50,80,50,5,15,75,65,55,35,25,21,49,35,13,38,49,25,55,55,60,70,40,46,40,65,45,25,12,15,15,20,30,55,15,30,0,15,25,60,50,55,95,55,40,55,15,35,15,45,25,90,65,85,85,55,25,45,45,55,65,35,5,0,0,0,0,10,4,10,27,17,0,20,0,0,0,0,0,35,45,40,41,20,51,65,16,55,20
Markelle Fultz,74,#20,Orlando Magic,G,05/29/98,6-3 / 1.91,195 lbs. / 88.5 kg.,"$9,745,200",USA,2017,1,1,Washington,Jeff Green,84,72,71,90,82,48,78,58,73,68,65,63,61,78,56,50,77,63,82,71,75,43,67,62,30,63,62,63,61,72,62,47,80,30,49,80,53,32,52,95,76,0,70,15,50,15,15,70,0,0,0,15,0,44,25,7,59,34,10,45,45,35,75,35,25,10,0,0,20,0,0,5,30,5,5,50,0,0,15,0,60,55,45,90,15,0,0,0,0,0,0,0,99,45,60,70,0,0,15,15,25,35,75,35,0,0,0,0,75,22,35,39,0,0,0,0,0,0,0,0,25,20,5,54,20,29,70,18,60,45
Harry Giles,74,#20,Sacramento Kings,F-C,04/22/98,6-11 / 2.11,232 lbs. / 105.2 kg.,"$2,578,800",USA,2017,1,20,Duke,De'Andre Hunter,62,71,74,90,70,42,66,57,57,54,43,43,44,82,68,70,67,57,82,72,80,61,62,59,42,56,55,78,72,85,80,52,80,32,46,80,72,47,51,95,88,0,55,5,25,5,0,50,0,0,0,10,0,45,10,22,57,21,0,50,45,70,99,55,10,20,0,10,0,8,10,0,20,5,5,50,0,0,0,0,40,20,30,95,15,0,0,0,0,0,15,0,75,45,45,60,0,25,0,0,5,15,99,0,0,0,0,0,10,2,2,11,11,0,0,0,0,0,0,0,55,5,20,86,10,56,80,15,40,25
Moe Harkless,74,#0,New York Knicks,F,05/11/93,6-7 / 2.01,208 lbs. / 94.3 kg.,"$11,011,234",USA,2012,1,15,St. John's,Jeff Green,84,72,71,90,82,48,78,58,73,68,65,63,61,78,56,50,77,63,82,71,75,43,67,62,30,63,62,63,61,72,62,47,80,30,49,80,53,32,52,95,76,0,70,15,50,15,15,70,0,0,0,15,0,44,25,7,59,34,10,45,45,35,75,35,25,10,0,0,20,0,0,5,30,5,5,50,0,0,15,0,60,55,45,90,15,0,0,0,0,0,0,0,99,45,60,70,0,0,15,15,25,35,75,35,0,0,0,0,75,22,35,39,0,0,0,0,0,0,0,0,25,20,5,54,20,29,70,18,60,45
Justin Jackson,74,#44,Dallas Mavericks,F-G,03/28/95,6-7 / 2.01,201 lbs. / 91.2 kg.,"$3,280,920",USA,2017,1,15,North Carolina,Kentavious Caldwell-Pope,78,84,74,90,83,46,69,31,69,50,31,31,54,81,81,78,65,36,88,88,85,76,71,71,30,78,41,75,74,78,75,66,51,45,33,68,71,33,44,95,76,0,65,20,25,10,25,40,35,25,5,30,0,28,15,2,71,27,20,60,55,60,80,55,40,40,20,0,25,20,20,10,10,5,60,30,0,0,0,15,50,35,45,75,50,30,60,30,10,5,30,10,70,65,50,65,0,80,0,0,10,20,75,0,0,0,0,0,10,2,0,8,14,0,0,0,0,0,0,0,35,25,45,62,20,53,67,12,40,38
Tyler Johnson,74,#0,Brooklyn Nets,G,05/07/92,6-3 / 1.91,186 lbs. / 84.4 kg.,"$19,428,485",USA,2014,Undrafted,Undrafted,Fresno State,Kentavious Caldwell-Pope,78,84,74,90,83,46,69,31,69,50,31,31,54,81,81,78,65,36,88,88,85,76,71,71,30,78,41,75,74,78,75,66,51,45,33,68,71,33,44,95,76,0,65,20,25,10,25,40,35,25,5,30,0,28,15,2,71,27,20,60,55,60,80,55,40,40,20,0,25,20,20,10,10,5,60,30,0,0,0,15,50,35,45,75,50,30,60,30,10,5,30,10,70,65,50,65,0,80,0,0,10,20,75,0,0,0,0,0,10,2,0,8,14,0,0,0,0,0,0,0,35,25,45,62,20,53,67,12,40,38
Derrick Jones,74,#5,Miami Heat,F,02/15/97,6-6 / 1.98,195 lbs. / 88.5 kg.,"$1,645,357",USA,2016,Undrafted,Undrafted,UNLV,Nerlens Noel,77,55,25,90,63,35,63,85,70,62,59,57,57,74,61,58,69,55,79,85,65,25,41,27,26,55,71,40,73,79,57,84,85,85,85,85,55,80,71,95,78,80,80,30,99,55,5,30,0,0,0,5,0,62,30,32,8,60,5,10,0,0,25,0,10,16,0,0,0,0,0,0,68,75,0,50,0,0,0,0,45,60,75,95,0,0,0,0,0,0,0,0,99,95,40,50,99,0,0,0,10,20,75,5,0,20,10,5,85,38,32,0,0,10,25,0,45,10,65,55,10,10,0,80,40,87,60,56,90,22
Cory Joseph,74,#9,Sacramento Kings,G,08/20/91,6-3 / 1.91,185 lbs. / 83.9 kg.,"$12,000,000",Canada,2011,1,29,Texas,Nerlens Noel,77,55,25,90,63,35,63,85,70,62,59,57,57,74,61,58,69,55,79,85,65,25,41,27,26,55,71,40,73,79,57,84,85,85,85,85,55,80,71,95,78,80,80,30,99,55,5,30,0,0,0,5,0,62,30,32,8,60,5,10,0,0,25,0,10,16,0,0,0,0,0,0,68,75,0,50,0,0,0,0,45,60,75,95,0,0,0,0,0,0,0,0,99,95,40,50,99,0,0,0,10,20,75,5,0,20,10,5,85,38,32,0,0,10,25,0,45,10,65,55,10,10,0,80,40,87,60,56,90,22
Maxi Kleber,74,#42,Dallas Mavericks,F-C,01/29/92,6-10 / 2.08,211 lbs. / 95.7 kg.,"$8,000,000",Germany,2014,Undrafted,Undrafted,,Taurean Prince,71,73,78,90,77,60,71,70,70,40,46,47,40,80,75,73,79,55,79,80,82,64,65,63,37,50,59,69,63,71,71,76,61,41,46,61,55,27,51,95,78,0,70,15,50,5,15,65,0,0,0,10,0,33,35,6,62,32,10,45,40,65,75,40,40,25,40,0,0,0,0,10,35,5,5,50,0,0,0,0,60,55,55,95,10,0,15,0,0,0,15,0,75,45,65,70,0,55,5,5,15,25,99,0,0,0,15,0,35,0,11,36,0,0,0,0,45,0,0,0,25,15,20,80,20,46,76,38,50,60
TJ Leaf,74,#22,Indiana Pacers,F-C,04/30/97,6-10 / 2.08,222 lbs. / 100.7 kg.,"$2,813,280",Israel,2017,1,18,UCLA,Malik Beasley,71,81,81,90,82,77,79,42,82,61,38,60,62,73,72,72,76,52,82,77,90,65,71,57,31,46,45,63,57,66,72,51,80,39,34,68,42,32,45,95,78,0,75,55,50,15,20,35,0,0,0,15,0,34,20,4,70,26,5,40,35,50,85,30,35,20,45,0,0,0,0,0,30,5,5,50,0,0,15,0,55,55,60,90,15,0,0,0,0,0,15,0,80,45,50,55,0,0,0,0,10,20,99,0,0,0,0,0,10,0,0,0,0,0,20,0,25,0,0,0,25,30,15,72,40,68,65,37,45,25
Doug McDermott,74,#20,Indiana Pacers,F,01/03/92,6-7 / 2.01,218 lbs. / 98.9 kg.,"$7,333,333",USA,2014,1,11,Creighton,Michael Porter Jr.,64,68,70,90,77,64,74,54,69,46,62,44,56,74,74,75,82,62,74,74,50,71,72,59,34,56,54,58,54,60,67,62,60,62,58,72,34,60,60,95,86,0,70,0,50,15,10,75,0,0,0,65,63,45,45,22,57,21,30,55,45,75,75,15,50,5,60,5,5,0,0,20,35,65,20,50,5,0,15,0,60,55,65,25,0,0,0,0,0,0,0,0,99,75,80,80,45,0,15,15,25,35,5,10,0,45,10,0,40,19,0,61,83,0,0,0,0,0,0,0,25,0,0,67,0,26,40,41,90,50
E'Twaun Moore,74,#55,New Orleans Pelicans,G,02/25/89,6-3 / 1.91,191 lbs. / 86.6 kg.,"$8,664,928",USA,2011,2,55,Purdue,DeMarre Carroll,65,61,73,90,72,71,74,56,67,64,56,36,54,78,41,48,61,68,84,88,82,41,56,61,29,71,60,74,80,77,74,77,61,32,33,61,76,41,64,95,78,25,55,5,25,15,15,40,0,0,0,70,38,32,30,5,64,31,5,50,45,65,85,45,16,46,0,0,0,5,0,0,35,5,5,50,0,0,0,15,40,35,35,75,15,0,0,0,0,0,15,0,99,40,60,65,55,15,10,10,20,30,99,0,0,0,0,0,65,8,22,26,16,0,0,0,40,0,0,0,60,15,15,80,20,46,76,25,55,60
Joakim Noah,74,#0,Los Angeles Clippers,C,02/25/85,6-11 / 2.11,227 lbs. / 103 kg.,"$6,813,026",USA,2007,1,9,Florida,DeMarre Carroll,65,61,73,90,72,71,74,56,67,64,56,36,54,78,41,48,61,68,84,88,82,41,56,61,29,71,60,74,80,77,74,77,61,32,33,61,76,41,64,95,78,25,55,5,25,15,15,40,0,0,0,70,38,32,30,5,64,31,5,50,45,65,85,45,16,46,0,0,0,5,0,0,35,5,5,50,0,0,0,15,40,35,35,75,15,0,0,0,0,0,15,0,99,40,60,65,55,15,10,10,20,30,99,0,0,0,0,0,65,8,22,26,16,0,0,0,40,0,0,0,60,15,15,80,20,46,76,25,55,60
Kyle O'Quinn,74,#9,Philadelphia 76ers,F-C,03/26/90,6-9 / 2.06,240 lbs. / 108.9 kg.,"$2,174,318",USA,2012,2,49,Norfolk State,Shabazz Napier,60,79,76,96,82,74,77,25,29,51,34,27,39,83,81,82,73,33,89,86,80,81,83,79,70,79,29,64,59,61,68,79,60,58,51,60,39,33,45,95,77,0,40,0,25,5,55,65,35,25,5,15,0,30,20,12,54,34,30,40,45,50,75,30,45,15,20,0,0,0,0,0,25,55,55,0,35,0,20,25,55,55,55,95,50,40,60,25,40,45,65,50,90,35,60,65,0,0,25,25,35,45,99,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,60,50,35,69,10,97,56,10,40,68
Chandler Parsons,74,#0,,F,10/25/88,6-9 / 2.06,200 lbs. / 90.7 kg.,"$25,102,512",USA,2011,2,38,Florida,Rajon Rondo,56,60,74,90,59,40,73,25,25,30,40,40,35,90,77,79,77,43,83,85,72,77,81,77,75,79,31,75,80,84,80,65,78,51,30,80,60,33,60,95,79,0,0,0,25,5,35,70,85,70,78,75,0,51,20,15,50,35,10,40,30,30,70,15,30,16,15,0,0,0,0,0,45,95,95,0,0,0,15,25,85,65,65,75,75,25,50,50,25,15,75,50,75,25,50,60,0,10,5,5,15,25,30,0,0,0,0,0,10,8,18,17,17,0,20,0,0,0,0,0,75,60,80,74,10,81,75,14,50,60
Norman Powell,74,#24,Toronto Raptors,G,05/25/93,6-3 / 1.91,215 lbs. / 97.5 kg.,"$10,116,576",USA,2015,2,46,UCLA,Rajon Rondo,56,60,74,90,59,40,73,25,25,30,40,40,35,90,77,79,77,43,83,85,72,77,81,77,75,79,31,75,80,84,80,65,78,51,30,80,60,33,60,95,79,0,0,0,25,5,35,70,85,70,78,75,0,51,20,15,50,35,10,40,30,30,70,15,30,16,15,0,0,0,0,0,45,95,95,0,0,0,15,25,85,65,65,75,75,25,50,50,25,15,75,50,75,25,50,60,0,10,5,5,15,25,30,0,0,0,0,0,10,8,18,17,17,0,20,0,0,0,0,0,75,60,80,74,10,81,75,14,50,60
Ivan Rabb,74,#0,,F-C,02/04/97,6-10 / 2.08,220 lbs. / 99.8 kg.,"$451,326",USA,2017,2,35,California,Dewayne Dedmon,77,71,80,90,79,63,45,58,55,59,57,53,44,57,42,37,64,77,75,87,79,29,42,25,33,50,82,46,82,79,57,56,64,57,75,90,78,66,84,95,77,75,80,35,50,25,0,70,0,0,0,5,0,53,30,9,41,50,15,15,10,35,25,10,0,0,0,0,0,0,0,0,25,5,5,50,0,0,0,0,25,70,60,95,0,0,0,0,0,0,0,0,99,60,50,55,99,45,0,0,5,15,99,5,5,0,35,0,90,27,27,0,0,45,0,0,55,25,25,15,15,0,0,50,20,50,78,55,75,60
Glenn Robinson III,74,#22,Golden State Warriors,F,01/08/94,6-6 / 1.98,211 lbs. / 95.7 kg.,"$1,882,867",USA,2014,2,40,Michigan,Marvin Williams,82,74,77,90,74,57,67,47,63,47,62,67,70,71,70,61,59,65,80,74,75,47,66,52,28,67,59,46,64,62,54,62,64,43,62,64,57,40,65,95,77,60,70,5,25,20,25,30,0,0,0,15,0,28,20,8,69,23,5,55,40,55,85,35,40,30,0,0,0,0,0,0,30,25,5,50,0,0,0,0,40,30,35,95,0,0,0,0,0,0,0,0,99,55,45,55,20,90,0,0,0,0,95,20,0,35,10,0,90,12,9,9,14,30,0,35,30,0,0,0,20,15,5,57,0,28,72,34,40,40
Denzel Valentine,74,#45,Chicago Bulls,G,11/16/93,6-4 / 1.93,210 lbs. / 95.3 kg.,"$3,377,568",USA,2016,1,14,Michigan State,Marvin Williams,82,74,77,90,74,57,67,47,63,47,62,67,70,71,70,61,59,65,80,74,75,47,66,52,28,67,59,46,64,62,54,62,64,43,62,64,57,40,65,95,77,60,70,5,25,20,25,30,0,0,0,15,0,28,20,8,69,23,5,55,40,55,85,35,40,30,0,0,0,0,0,0,30,25,5,50,0,0,0,0,40,30,35,95,0,0,0,0,0,0,0,0,99,55,45,55,20,90,0,0,0,0,95,20,0,35,10,0,90,12,9,9,14,30,0,35,30,0,0,0,20,15,5,57,0,28,72,34,40,40
Robert Williams,74,#44,Boston Celtics,F-C,10/17/97,6-8 / 2.03,237 lbs. / 107.5 kg.,"$1,937,520",USA,2018,1,27,Texas A&M,Kevin Huerter,72,70,80,90,71,63,75,28,63,53,33,25,56,78,82,76,73,48,83,73,80,70,74,72,55,74,42,62,61,61,70,62,69,41,49,73,33,37,47,95,82,0,35,0,50,5,10,75,0,0,0,40,0,32,25,8,48,44,10,50,50,55,99,50,15,35,30,15,0,10,10,5,20,0,30,50,20,0,25,0,20,10,5,95,15,0,25,0,0,0,20,0,40,15,55,60,0,45,0,0,5,15,95,0,0,0,0,0,10,2,0,20,15,0,0,0,0,0,0,0,45,10,30,39,0,40,35,25,45,35
Christian Wood,74,#35,Detroit Pistons,F,09/27/95,6-10 / 2.08,216 lbs. / 98 kg.,"$1,645,357",USA,2015,Undrafted,Undrafted,UNLV,Avery Bradley,66,83,73,90,81,25,65,25,45,39,32,25,36,89,79,73,73,45,80,75,78,75,70,65,39,59,55,82,75,86,84,75,82,32,37,82,80,32,38,95,77,0,55,15,25,5,20,75,45,25,5,40,0,26,35,2,68,30,35,55,45,70,70,55,66,40,25,5,0,8,0,20,5,5,5,50,0,0,0,15,70,30,55,75,30,20,35,0,0,0,40,10,99,65,50,65,55,15,0,0,5,15,99,0,0,0,5,0,55,4,2,22,8,0,20,0,25,0,0,0,45,25,30,63,20,56,85,14,50,35
Jaxson Hayes,74,#10,New Orleans Pelicans,F-C,05/23/00,6-11 / 2.11,220 lbs. / 99.8 kg.,"$4,862,040",USA,2019,1,8,Texas,Avery Bradley,66,83,73,90,81,25,65,25,45,39,32,25,36,89,79,73,73,45,80,75,78,75,70,65,39,59,55,82,75,86,84,75,82,32,37,82,80,32,38,95,77,0,55,15,25,5,20,75,45,25,5,40,0,26,35,2,68,30,35,55,45,70,70,55,66,40,25,5,0,8,0,20,5,5,5,50,0,0,0,15,70,30,55,75,30,20,35,0,0,0,40,10,99,65,50,65,55,15,0,0,5,15,99,0,0,0,5,0,55,4,2,22,8,0,20,0,25,0,0,0,45,25,30,63,20,56,85,14,50,35
Rui Hachimura,74,#8,Washington Wizards,F,02/08/98,6-8 / 2.03,225 lbs. / 102.1 kg.,"$4,469,160",Japan,2019,1,9,Gonzaga,Frank Kaminsky III,88,59,79,90,73,84,77,49,39,67,77,78,78,89,46,52,66,65,88,84,80,37,53,39,48,49,64,39,62,61,41,49,59,34,52,59,39,51,69,95,78,70,70,0,50,5,25,25,0,0,0,20,0,47,55,26,45,28,10,55,40,55,75,35,40,40,0,0,20,0,0,0,5,35,5,50,0,0,0,0,40,35,45,95,0,0,0,0,0,0,0,0,99,55,60,65,20,80,0,0,10,20,95,30,15,50,15,0,90,24,24,26,34,40,0,10,40,0,0,20,35,5,15,54,20,31,35,29,40,40
OG Anunoby,73,#3,Toronto Raptors,F-G,07/17/97,6-7 / 2.01,232 lbs. / 105.2 kg.,"$2,281,800",United Kingdom,2017,1,23,Indiana,Jahlil Okafor,86,78,25,90,62,76,73,86,51,76,80,81,68,83,44,41,56,83,81,81,85,38,38,56,28,64,62,29,58,44,39,44,75,29,70,76,31,67,75,95,77,55,75,0,50,45,5,55,0,0,0,35,71,51,75,15,2,83,0,35,10,5,25,0,0,0,40,0,0,0,0,0,45,85,5,25,35,0,0,0,30,20,30,75,0,0,0,0,0,0,0,0,25,75,60,70,99,0,0,0,5,15,35,65,0,20,55,35,85,44,55,36,36,40,25,0,45,35,50,50,15,0,0,39,0,29,45,51,99,65
Dwayne Bacon,73,#7,Charlotte Hornets,G,08/30/95,6-6 / 1.98,220 lbs. / 99.8 kg.,"$1,618,520",USA,2017,2,40,Florida State,Gerald Green,81,67,75,90,80,66,76,51,86,61,47,40,54,75,68,74,90,40,81,62,84,67,72,56,25,46,45,60,60,62,69,49,64,34,52,64,41,32,50,95,77,0,70,99,50,5,35,30,0,0,0,10,19,19,15,2,77,21,5,60,55,99,75,60,45,40,25,0,25,20,25,15,5,5,5,50,0,5,5,15,45,40,40,75,15,0,0,0,0,0,15,0,80,50,65,70,20,25,5,5,15,25,99,5,0,0,0,0,10,0,7,54,20,5,0,0,0,0,0,0,25,30,10,49,10,0,67,23,70,35
DeAndre Bembry,73,#95,Atlanta Hawks,F,07/04/94,6-5 / 1.96,207 lbs. / 93.9 kg.,"$2,603,981",USA,2016,1,21,Saint Joseph's,Gerald Green,81,67,75,90,80,66,76,51,86,61,47,40,54,75,68,74,90,40,81,62,84,67,72,56,25,46,45,60,60,62,69,49,64,34,52,64,41,32,50,95,77,0,70,99,50,5,35,30,0,0,0,10,19,19,15,2,77,21,5,60,55,99,75,60,45,40,25,0,25,20,25,15,5,5,5,50,0,5,5,15,45,40,40,75,15,0,0,0,0,0,15,0,80,50,65,70,20,25,5,5,15,25,99,5,0,0,0,0,10,0,7,54,20,5,0,0,0,0,0,0,25,30,10,49,10,0,67,23,70,35
Jonah Bolden,73,#0,Phoenix Suns,F,01/02/96,6-8 / 2.03,215 lbs. / 97.5 kg.,"$1,788,296",Australia,2017,2,36,UCLA,Alex Len,68,58,77,95,62,72,67,77,62,66,73,71,45,61,40,41,57,72,77,89,74,25,29,28,33,42,71,41,75,64,47,59,85,32,75,85,47,76,71,98,77,70,75,10,75,65,5,15,10,0,0,5,57,70,20,11,45,44,5,35,0,0,25,0,26,0,0,0,0,0,0,0,38,85,5,30,45,0,0,0,30,30,60,90,0,0,0,0,0,0,0,0,99,55,50,65,99,0,0,0,5,15,99,40,5,0,70,15,80,42,34,24,18,25,0,0,50,0,15,15,15,5,0,46,0,35,62,65,80,78
Sterling Brown,73,#23,Milwaukee Bucks,G,02/10/95,6-5 / 1.96,230 lbs. / 104.3 kg.,"$1,618,520",USA,2017,2,46,SMU,Alex Len,68,58,77,95,62,72,67,77,62,66,73,71,45,61,40,41,57,72,77,89,74,25,29,28,33,42,71,41,75,64,47,59,85,32,75,85,47,76,71,98,77,70,75,10,75,65,5,15,10,0,0,5,57,70,20,11,45,44,5,35,0,0,25,0,26,0,0,0,0,0,0,0,38,85,5,30,45,0,0,0,30,30,60,90,0,0,0,0,0,0,0,0,99,55,50,65,99,0,0,0,5,15,99,40,5,0,70,15,80,42,34,24,18,25,0,0,50,0,15,15,15,5,0,46,0,35,62,65,80,78
Bruce Brown,73,#6,Detroit Pistons,G,08/15/96,6-4 / 1.93,190 lbs. / 86.2 kg.,"$1,416,852",USA,2018,2,42,Miami (Florida),Rodney Hood,75,86,75,90,84,56,72,36,36,65,72,46,54,85,66,64,65,33,76,72,80,64,74,71,36,64,54,65,64,67,75,64,60,39,33,60,46,28,40,95,77,0,50,0,25,5,20,70,15,5,0,45,0,19,50,10,38,52,25,60,55,70,80,50,36,16,5,5,30,20,5,20,15,0,20,40,0,0,5,0,45,35,35,15,20,15,20,15,5,5,20,5,99,25,75,80,0,45,0,10,10,20,30,3,0,0,0,0,75,12,22,54,39,0,15,0,0,0,0,0,35,25,35,48,10,46,62,16,45,35
Troy Brown,73,#6,Washington Wizards,F-G,07/28/99,6-6 / 1.98,215 lbs. / 97.5 kg.,"$3,219,480",USA,2018,1,15,Oregon,Dario Saric,56,56,74,90,82,74,73,39,64,44,72,58,63,86,57,63,54,59,76,80,80,51,68,69,31,78,64,43,68,57,55,44,62,32,29,60,59,51,63,95,78,25,70,15,25,20,25,75,0,0,0,35,0,46,25,10,45,45,15,50,40,60,85,35,5,15,20,0,0,0,0,5,15,5,5,50,0,0,0,15,55,40,15,50,10,0,25,0,0,0,0,0,40,40,60,70,20,50,0,0,10,20,65,25,0,40,5,0,85,32,34,15,24,20,0,0,30,5,0,0,20,5,20,55,10,36,62,24,50,60
Alec Burks,73,#0,Philadelphia 76ers,G,07/20/91,6-6 / 1.98,195 lbs. / 88.5 kg.,"$2,320,044",USA,2011,1,12,Colorado,Tim Hardaway Jr.,63,75,73,92,80,76,74,31,74,72,34,32,49,67,64,68,74,51,77,79,83,64,74,71,45,80,41,66,59,70,71,54,55,37,28,55,36,29,45,95,77,0,65,35,50,5,20,40,0,0,0,55,0,37,30,6,36,58,20,60,55,80,99,55,30,40,35,15,0,15,20,10,15,10,35,15,0,0,0,0,40,35,40,90,20,5,30,5,0,0,0,5,70,55,70,75,25,50,5,5,15,25,35,0,0,0,0,0,10,5,8,8,0,0,25,0,0,0,0,0,45,25,40,51,40,39,62,15,45,25
Alex Caruso,73,#4,Los Angeles Lakers,G,02/28/94,6-5 / 1.96,186 lbs. / 84.4 kg.,"$2,750,000",USA,2016,Undrafted,Undrafted,Texas A&M,Taj Gibson,79,80,69,90,70,64,59,69,59,44,69,70,64,71,43,40,52,74,78,89,80,26,29,27,27,48,63,52,72,70,51,56,58,37,54,86,59,73,65,95,78,65,70,15,50,40,5,25,0,0,0,15,41,56,35,16,23,61,10,55,35,5,40,0,25,0,0,0,0,0,0,0,25,55,0,50,0,0,0,0,25,30,50,90,0,0,0,0,0,0,0,0,99,65,45,65,25,0,0,0,5,15,99,50,10,55,25,10,75,44,45,25,15,50,0,0,40,35,25,25,25,15,0,40,0,40,68,44,60,80
